c_number	Ko_ID	KEGG_pathway_def	Compound_def
C00168	ko00630	Glyoxylate and dicarboxylate metabolism	Hydroxypyruvate; Hydroxypyruvic acid; 3-Hydroxypyruvate; 3-Hydroxypyruvic acid
C00197	ko00630	Glyoxylate and dicarboxylate metabolism	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate
C00209	ko00630	Glyoxylate and dicarboxylate metabolism	Oxalate; Oxalic acid; Ethanedioic acid
C00258	ko00630	Glyoxylate and dicarboxylate metabolism	D-Glycerate; Glycerate; (R)-Glycerate; Glyceric acid
C00266	ko00630	Glyoxylate and dicarboxylate metabolism	Glycolaldehyde; Hydroxyacetaldehyde
C00311	ko00630	Glyoxylate and dicarboxylate metabolism	Isocitrate; Isocitric acid; 1-Hydroxytricarballylic acid; 1-Hydroxypropane-1,2,3-tricarboxylic acid
C00313	ko00630	Glyoxylate and dicarboxylate metabolism	Oxalyl-CoA
C00332	ko00630	Glyoxylate and dicarboxylate metabolism	Acetoacetyl-CoA; Acetoacetyl coenzyme A; 3-Acetoacetyl-CoA
C00417	ko00630	Glyoxylate and dicarboxylate metabolism	cis-Aconitate; cis-Aconitic acid
C00552	ko00630	Glyoxylate and dicarboxylate metabolism	meso-Tartaric acid; meso-Tartrate
C00631	ko00630	Glyoxylate and dicarboxylate metabolism	2-Phospho-D-glycerate; D-Glycerate 2-phosphate; 2-Phospho-(R)-glycerate
C00683	ko00630	Glyoxylate and dicarboxylate metabolism	(S)-Methylmalonyl-CoA; (S)-Methylmalonyl-coenzyme A; (2S)-Methylmalonyl-CoA; D-Methylmalonyl-CoA
C00798	ko00630	Glyoxylate and dicarboxylate metabolism	Formyl-CoA
C00877	ko00630	Glyoxylate and dicarboxylate metabolism	Crotonoyl-CoA; Crotonyl-CoA; 2-Butenoyl-CoA; trans-But-2-enoyl-CoA; But-2-enoyl-CoA; (E)-But-2-enoyl
C00888	ko00630	Glyoxylate and dicarboxylate metabolism	Pentanoyl-CoA; Valeryl-coenzyme A
C00898	ko00630	Glyoxylate and dicarboxylate metabolism	(R,R)-Tartaric acid; (R,R)-Tartrate; L-Tartaric acid; Tartaric acid; Tartrate; 2,3-Dihydroxybutanedi
C00975	ko00630	Glyoxylate and dicarboxylate metabolism	Dihydroxyfumarate; Dihydroxyfumaric acid
C00988	ko00630	Glyoxylate and dicarboxylate metabolism	2-Phosphoglycolate; Phosphoglycolic acid
C01127	ko00630	Glyoxylate and dicarboxylate metabolism	4-Hydroxy-2-oxoglutarate; 4-Hydroxy-2-oxoglutaric acid
C01146	ko00630	Glyoxylate and dicarboxylate metabolism	2-Hydroxy-3-oxopropanoate; Tartronate semialdehyde
C01182	ko00630	Glyoxylate and dicarboxylate metabolism	D-Ribulose 1,5-bisphosphate
C01213	ko00630	Glyoxylate and dicarboxylate metabolism	(R)-Methylmalonyl-CoA; L-Methylmalonyl-CoA
C01380	ko00630	Glyoxylate and dicarboxylate metabolism	Ethylene glycol; 1,2-Ethanediol; Ethane-1,2-diol
C01732	ko00630	Glyoxylate and dicarboxylate metabolism	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid; (E)-2-Methyl-2-butenedioic acid
C01989	ko00630	Glyoxylate and dicarboxylate metabolism	3-Ethylmalate
C01990	ko00630	Glyoxylate and dicarboxylate metabolism	3-Oxalomalate; 3-Oxalomalic acid
C02123	ko00630	Glyoxylate and dicarboxylate metabolism	3-Propylmalate; 3-Propylmalic acid
C02405	ko00630	Glyoxylate and dicarboxylate metabolism	Formyl phosphate
C03217	ko00630	Glyoxylate and dicarboxylate metabolism	2-Hydroxy-3-oxoadipate; 2-Hydroxy-3-oxoadipic acid
C03459	ko00630	Glyoxylate and dicarboxylate metabolism	2-Hydroxy-3-oxosuccinate; Oxaloglycolate
C03548	ko00630	Glyoxylate and dicarboxylate metabolism	trans-2,3-Epoxysuccinate
C03561	ko00630	Glyoxylate and dicarboxylate metabolism	(R)-3-Hydroxybutanoyl-CoA; (3R)-3-Hydroxybutanoyl-CoA
C03618	ko00630	Glyoxylate and dicarboxylate metabolism	L-threo-3-Methylaspartate; (2S,3S)-3-Methylaspartate
C04348	ko00630	Glyoxylate and dicarboxylate metabolism	L-Malyl-CoA; (S)-Malyl-CoA; Malyl-CoA; (3S)-3-Carboxy-3-hydroxypropanoyl-CoA; (3S)-3-Carboxy-3-hydro
C06027	ko00630	Glyoxylate and dicarboxylate metabolism	L-erythro-3-Methylmalyl-CoA; beta-Methylmalyl-CoA; (2R,3S)-2-Methylmalyl-CoA; L-erythro-beta-Methylm
C06028	ko00630	Glyoxylate and dicarboxylate metabolism	2-Methylfumaryl-CoA; Mesaconyl-CoA; Mesaconyl-C1-CoA; (E)-3-Carboxy-2-methylprop-2-enoyl-CoA
C06049	ko00630	Glyoxylate and dicarboxylate metabolism	N-Formylderivatives
C18026	ko00630	Glyoxylate and dicarboxylate metabolism	(2S)-Ethylmalonyl-CoA; (S)-Ethylmalonyl-CoA; Ethylmalonyl-CoA; Ethylmalonyl coenzyme A
C18324	ko00630	Glyoxylate and dicarboxylate metabolism	(2S)-Methylsuccinyl-CoA; Methylsuccinyl-CoA; Methylsuccinyl-coenzyme A
C20238	ko00630	Glyoxylate and dicarboxylate metabolism	(2R)-Ethylmalonyl-CoA
C22337	ko00630	Glyoxylate and dicarboxylate metabolism	D-Ribulose 1-phosphate
C00011	ko00720	Other carbon fixation pathways	CO2; Carbon dioxide
C00022	ko00720	Other carbon fixation pathways	Pyruvate; Pyruvic acid; 2-Oxopropanoate; 2-Oxopropanoic acid; Pyroracemic acid
C00024	ko00720	Other carbon fixation pathways	Acetyl-CoA; Acetyl coenzyme A
C00026	ko00720	Other carbon fixation pathways	2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid
C00033	ko00720	Other carbon fixation pathways	Acetate; Acetic acid; Ethanoic acid
C00036	ko00720	Other carbon fixation pathways	Oxaloacetate; Oxalacetic acid; Oxaloacetic acid; 2-Oxobutanedioic acid; 2-Oxosuccinic acid; keto-Oxa
C00042	ko00720	Other carbon fixation pathways	Succinate; Succinic acid; Butanedionic acid; Ethylenesuccinic acid
C00048	ko00720	Other carbon fixation pathways	Glyoxylate; Glyoxalate; Glyoxylic acid
C00058	ko00720	Other carbon fixation pathways	Formate; Methanoic acid; Formic acid
C00074	ko00720	Other carbon fixation pathways	Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP
C00083	ko00720	Other carbon fixation pathways	Malonyl-CoA; Malonyl coenzyme A
C00091	ko00720	Other carbon fixation pathways	Succinyl-CoA; Succinyl coenzyme A
C00100	ko00720	Other carbon fixation pathways	Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A
C00101	ko00720	Other carbon fixation pathways	Tetrahydrofolate; 5,6,7,8-Tetrahydrofolate; Tetrahydrofolic acid; THF; (6S)-Tetrahydrofolate; (6S)-T
C00122	ko00720	Other carbon fixation pathways	Fumarate; Fumaric acid; trans-Butenedioic acid
C00143	ko00720	Other carbon fixation pathways	5,10-Methylenetetrahydrofolate; (6R)-5,10-Methylenetetrahydrofolate; 5,10-Methylene-THF
C00149	ko00720	Other carbon fixation pathways	(S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid; Malate; Malic acid
C00158	ko00720	Other carbon fixation pathways	Citrate; Citric acid; 2-Hydroxy-1,2,3-propanetricarboxylic acid; 2-Hydroxytricarballylic acid
C00222	ko00720	Other carbon fixation pathways	3-Oxopropanoate; Malonate semialdehyde
C00227	ko00720	Other carbon fixation pathways	Acetyl phosphate
C00232	ko00720	Other carbon fixation pathways	Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate
C00234	ko00720	Other carbon fixation pathways	10-Formyltetrahydrofolate; 10-Formyl-THF
C00237	ko00720	Other carbon fixation pathways	CO; Carbon monoxide
C00288	ko00720	Other carbon fixation pathways	HCO3-; Hydrogencarbonate; Bicarbonate; Hydrogen carbonate; Acid carbonate
C00311	ko00720	Other carbon fixation pathways	Isocitrate; Isocitric acid; 1-Hydroxytricarballylic acid; 1-Hydroxypropane-1,2,3-tricarboxylic acid
C00332	ko00720	Other carbon fixation pathways	Acetoacetyl-CoA; Acetoacetyl coenzyme A; 3-Acetoacetyl-CoA
C00417	ko00720	Other carbon fixation pathways	cis-Aconitate; cis-Aconitic acid
C00440	ko00720	Other carbon fixation pathways	5-Methyltetrahydrofolate
C00445	ko00720	Other carbon fixation pathways	5,10-Methenyltetrahydrofolate
C00566	ko00720	Other carbon fixation pathways	(3S)-Citryl-CoA
C00683	ko00720	Other carbon fixation pathways	(S)-Methylmalonyl-CoA; (S)-Methylmalonyl-coenzyme A; (2S)-Methylmalonyl-CoA; D-Methylmalonyl-CoA
C00877	ko00720	Other carbon fixation pathways	Crotonoyl-CoA; Crotonyl-CoA; 2-Butenoyl-CoA; trans-But-2-enoyl-CoA; But-2-enoyl-CoA; (E)-But-2-enoyl
C00894	ko00720	Other carbon fixation pathways	Propenoyl-CoA; Acryloyl-CoA; Acrylyl-CoA
C00989	ko00720	Other carbon fixation pathways	4-Hydroxybutanoic acid; 4-Hydroxybutanoate; 4-Hydroxybutyric acid
C01011	ko00720	Other carbon fixation pathways	(3S)-Citramalyl-CoA; L-Citramalyl-CoA; (S)-Citramalyl-CoA; (3S)-3-Carboxy-3-hydroxybutanoyl-CoA
C01013	ko00720	Other carbon fixation pathways	3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracry
C01144	ko00720	Other carbon fixation pathways	(S)-3-Hydroxybutanoyl-CoA; (S)-3-Hydroxybutyryl-CoA
C01213	ko00720	Other carbon fixation pathways	(R)-Methylmalonyl-CoA; L-Methylmalonyl-CoA
C04348	ko00720	Other carbon fixation pathways	L-Malyl-CoA; (S)-Malyl-CoA; Malyl-CoA; (3S)-3-Carboxy-3-hydroxypropanoyl-CoA; (3S)-3-Carboxy-3-hydro
C05668	ko00720	Other carbon fixation pathways	3-Hydroxypropionyl-CoA; 3-Hydroxypropionyl coenzyme A; 3-Hydroxypropanoyl-CoA; 3-Hydroxypropanoyl co
C06027	ko00720	Other carbon fixation pathways	L-erythro-3-Methylmalyl-CoA; beta-Methylmalyl-CoA; (2R,3S)-2-Methylmalyl-CoA; L-erythro-beta-Methylm
C06028	ko00720	Other carbon fixation pathways	2-Methylfumaryl-CoA; Mesaconyl-CoA; Mesaconyl-C1-CoA; (E)-3-Carboxy-2-methylprop-2-enoyl-CoA
C11062	ko00720	Other carbon fixation pathways	4-Hydroxybutyryl-CoA; 4-Hydroxybutanoyl-CoA
C18323	ko00720	Other carbon fixation pathways	3-Methylfumaryl-CoA; (E)-3-Carboxybut-2-enoyl-CoA; Mesaconyl-C4-CoA
C00011	ko04974	Protein digestion and absorption	CO2; Carbon dioxide
C00014	ko04974	Protein digestion and absorption	Ammonia; NH3
C00025	ko04974	Protein digestion and absorption	L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
C00033	ko04974	Protein digestion and absorption	Acetate; Acetic acid; Ethanoic acid
C00037	ko04974	Protein digestion and absorption	Glycine; Aminoacetic acid; Gly
C00041	ko04974	Protein digestion and absorption	L-Alanine; L-2-Aminopropionic acid; L-alpha-Alanine
C00047	ko04974	Protein digestion and absorption	L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid
C00049	ko04974	Protein digestion and absorption	L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid; L-Asp
C00062	ko04974	Protein digestion and absorption	L-Arginine; (S)-2-Amino-5-guanidinovaleric acid; L-Arg
C00064	ko04974	Protein digestion and absorption	L-Glutamine; L-2-Aminoglutaramic acid
C00065	ko04974	Protein digestion and absorption	L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine
C00073	ko04974	Protein digestion and absorption	L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid
C00076	ko04974	Protein digestion and absorption	Calcium cation; Ca2+; Calcium(2+); Calcium ion
C00078	ko04974	Protein digestion and absorption	L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid
C00079	ko04974	Protein digestion and absorption	L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid
C00080	ko04974	Protein digestion and absorption	H+; Hydron
C00082	ko04974	Protein digestion and absorption	L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine
C00097	ko04974	Protein digestion and absorption	L-Cysteine; L-2-Amino-3-mercaptopropionic acid
C00099	ko04974	Protein digestion and absorption	beta-Alanine; 3-Aminopropionic acid; 3-Aminopropanoate
C00123	ko04974	Protein digestion and absorption	L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine
C00134	ko04974	Protein digestion and absorption	Putrescine; 1,4-Butanediamine; 1,4-Diaminobutane; Tetramethylenediamine; Butane-1,4-diamine
C00135	ko04974	Protein digestion and absorption	L-Histidine; (S)-alpha-Amino-1H-imidazole-4-propionic acid
C00146	ko04974	Protein digestion and absorption	Phenol; Benzenol; Hydroxybenzene; Phenic acid; Phenylic acid
C00148	ko04974	Protein digestion and absorption	L-Proline; 2-Pyrrolidinecarboxylic acid
C00152	ko04974	Protein digestion and absorption	L-Asparagine; 2-Aminosuccinamic acid
C00163	ko04974	Protein digestion and absorption	Propanoate; Propionate; Propanoic acid; Propionic acid
C00183	ko04974	Protein digestion and absorption	L-Valine; 2-Amino-3-methylbutyric acid
C00188	ko04974	Protein digestion and absorption	L-Threonine; 2-Amino-3-hydroxybutyric acid
C00238	ko04974	Protein digestion and absorption	Potassium cation; K+; Potassium(1+); Potassium ion
C00246	ko04974	Protein digestion and absorption	Butanoic acid; Butanoate; Butyrate; Butyric acid
C00282	ko04974	Protein digestion and absorption	Hydrogen; H2
C00388	ko04974	Protein digestion and absorption	Histamine; 1H-Imidazole-4-ethanamine; 2-(4-Imidazolyl)ethylamine
C00407	ko04974	Protein digestion and absorption	L-Isoleucine; 2-Amino-3-methylvaleric acid
C00463	ko04974	Protein digestion and absorption	Indole; 2,3-Benzopyrrole
C00483	ko04974	Protein digestion and absorption	Tyramine; 2-(p-Hydroxyphenyl)ethylamine
C00491	ko04974	Protein digestion and absorption	L-Cystine; L-Dicysteine; L-alpha-Diamino-beta-dithiolactic acid
C01327	ko04974	Protein digestion and absorption	Hydrochloric acid; HCl; Hydrogen chloride; Hydrochloride
C01330	ko04974	Protein digestion and absorption	Sodium cation; Na+; Sodium(1+); Sodium ion
C01438	ko04974	Protein digestion and absorption	Methane; CH4
C01468	ko04974	Protein digestion and absorption	4-Cresol; p-Cresol; 4-Hydroxytoluene; 4-Methylphenol
C01672	ko04974	Protein digestion and absorption	Cadaverine; 1,5-Pentanediamine; 1,5-Diaminopentane; Pentamethylenediamine
C01746	ko04974	Protein digestion and absorption	Piperidine; Azacyclohexane; Hexahydropyridine
C02632	ko04974	Protein digestion and absorption	2-Methylpropanoate; 2-Methylpropanoic acid; Isobutyric acid; Isobutanoate; Dimethylacetic acid; Isob
C05996	ko04974	Protein digestion and absorption	Branched chain fatty acid
C08262	ko04974	Protein digestion and absorption	3-Methylbutanoic acid; Isovaleric acid; Isovalerate
C16138	ko04974	Protein digestion and absorption	L-Pyrrolysine; Pyrrolysine
C18319	ko04974	Protein digestion and absorption	2-Methylbutyrate; 2-Methylbutyric acid; 2-Methylbutanoic acid
C00022	ko00362	Benzoate degradation	Pyruvate; Pyruvic acid; 2-Oxopropanoate; 2-Oxopropanoic acid; Pyroracemic acid
C00024	ko00362	Benzoate degradation	Acetyl-CoA; Acetyl coenzyme A
C00036	ko00362	Benzoate degradation	Oxaloacetate; Oxalacetic acid; Oxaloacetic acid; 2-Oxobutanedioic acid; 2-Oxosuccinic acid; keto-Oxa
C00084	ko00362	Benzoate degradation	Acetaldehyde; Ethanal
C00090	ko00362	Benzoate degradation	Catechol; 1,2-Benzenediol; o-Benzenediol; 1,2-Dihydroxybenzene; Brenzcatechin; Pyrocatechol
C00091	ko00362	Benzoate degradation	Succinyl-CoA; Succinyl coenzyme A
C00146	ko00362	Benzoate degradation	Phenol; Benzenol; Hydroxybenzene; Phenic acid; Phenylic acid
C00156	ko00362	Benzoate degradation	4-Hydroxybenzoate; Hydroxybenzoic acid; 4-Hydroxybenzoic acid; Hydroxybenzenecarboxylic acid
C00180	ko00362	Benzoate degradation	Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid
C00196	ko00362	Benzoate degradation	2,3-Dihydroxybenzoate; 2,3-Dihydroxybenzoic acid
C00230	ko00362	Benzoate degradation	3,4-Dihydroxybenzoate; 3,4-Dihydroxybenzoic acid; Protocatechuate; Protocatechuic acid
C00332	ko00362	Benzoate degradation	Acetoacetyl-CoA; Acetoacetyl coenzyme A; 3-Acetoacetyl-CoA
C00512	ko00362	Benzoate degradation	Benzoyl-CoA; S-Benzoyl-coenzyme A
C00527	ko00362	Benzoate degradation	Glutaryl-CoA
C00530	ko00362	Benzoate degradation	Hydroquinone; p-Benzenediol; 1,4-Benzenediol; 1,4-Dihydroxybenzene; Benzene-1,4-diol; Quinol; 4-Hydr
C00587	ko00362	Benzoate degradation	3-Hydroxybenzoate; 3-Hydroxybenzoic acid; m-Hydroxybenzoic acid
C00596	ko00362	Benzoate degradation	2-Hydroxy-2,4-pentadienoate; cis-2-Hydroxypenta-2,4-dienoate; Oxopent-4-enoate; 2-Oxopent-4-enoate;
C00628	ko00362	Benzoate degradation	2,5-Dihydroxybenzoate; 2,5-Dihydroxybenzoic acid; Gentisic acid; Hydroquinonecarboxylic acid; Gentis
C00682	ko00362	Benzoate degradation	2-Hydroxymuconate semialdehyde; 2-Hydroxymuconic semialdehyde; 2-Hydroxymuconate-6-semialdehyde
C00846	ko00362	Benzoate degradation	3-Oxoadipate; 3-Oxoadipic acid; 3-Keto-adipate; 3-Oxohexanedioic acid
C00877	ko00362	Benzoate degradation	Crotonoyl-CoA; Crotonyl-CoA; 2-Butenoyl-CoA; trans-But-2-enoyl-CoA; But-2-enoyl-CoA; (E)-But-2-enoyl
C01063	ko00362	Benzoate degradation	Pimeloyl-CoA; 6-Carboxyhexanoyl-CoA
C01144	ko00362	Benzoate degradation	(S)-3-Hydroxybutanoyl-CoA; (S)-3-Hydroxybutyryl-CoA
C01163	ko00362	Benzoate degradation	3-Carboxy-cis,cis-muconate; beta-Carboxy-cis,cis-muconate; cis,cis-Butadiene-1,2,4-tricarboxylate
C01278	ko00362	Benzoate degradation	2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate; 5-Carboxy-2,5-dihydro-2-oxofuran-5-acetate; 4-Carboxymuc
C01407	ko00362	Benzoate degradation	Benzene
C01751	ko00362	Benzoate degradation	Resorcinol; Resorcin; 1,3-Benzenediol; 1,3-Dihydroxybenzene; m-Hydroquinone
C02222	ko00362	Benzoate degradation	2-Maleylacetate; 4-Oxohex-2-enedioate; Maleylacetate
C02232	ko00362	Benzoate degradation	3-Oxoadipyl-CoA; beta-Ketoadipyl-CoA
C02411	ko00362	Benzoate degradation	Glutaconyl-1-CoA; 4-Carboxybut-2-enoyl-CoA; Glutaconyl-CoA; (E)-Glutaconyl-CoA; (2E)-4-Carboxybut-2-
C02480	ko00362	Benzoate degradation	cis,cis-Muconate; cis,cis-Hexadienedioate; cis,cis-2,4-Hexadienedioic acid; (2Z,4Z)-Hexa-2,4-dienedi
C02501	ko00362	Benzoate degradation	2-Hydroxymuconate
C02519	ko00362	Benzoate degradation	4-Methoxybenzoate; 4-Methoxybenzoic acid; 4-Anisic acid
C02814	ko00362	Benzoate degradation	Benzene-1,2,4-triol; Hydroxyhydroquinone; 1,2,4-Benzenetriol; 1,2,4-Trihydroxybenzene; Hydroxyquinol
C02949	ko00362	Benzoate degradation	4-Hydroxybenzoyl-CoA
C03453	ko00362	Benzoate degradation	gamma-Oxalocrotonate; (Z)-5-Oxohex-2-enedioate; 4-Oxalocrotonate; (2Z)-5-Oxohex-2-enedioic acid
C03586	ko00362	Benzoate degradation	2-Oxo-2,3-dihydrofuran-5-acetate; 3-Oxoadipate enol-lactone; 4,5-Dihydro-5-oxofuran-2-acetate; 5-Oxo
C03589	ko00362	Benzoate degradation	4-Hydroxy-2-oxopentanoate; 4-Hydroxy-2-oxovalerate
C03671	ko00362	Benzoate degradation	2-Pyrone-4,6-dicarboxylate
C03676	ko00362	Benzoate degradation	3-Hydroxy-cis,cis-muconate; (2E,4Z)-3-Hydroxyhexa-2,4-dienedioic acid
C03767	ko00362	Benzoate degradation	4-Oxocyclohexanecarboxylate; 4-Oxocyclohexane-1-carboxylate
C04091	ko00362	Benzoate degradation	cis-1,2-Dihydrobenzene-1,2-diol; cis-Benzeneglycol; cis-Cyclohexa-3,5-diene-1,2-diol
C04115	ko00362	Benzoate degradation	4-Carboxy-4-hydroxy-2-oxoadipate; 4-Hydroxy-4-carboxymethyl-2-oxoglutarate; 2-Hydroxy-4-oxobutane-1,
C04324	ko00362	Benzoate degradation	(1E,3E)-4-Hydroxybuta-1,3-diene-1,2,4-tricarboxylate; 2-Hydroxy-4-carboxyhexa-2,4-dienedioate; 4-Car
C04404	ko00362	Benzoate degradation	trans-4-Hydroxycyclohexanecarboxylate; trans-4-Hydroxycyclohexane-1-carboxylate
C04434	ko00362	Benzoate degradation	(1E)-4-Oxobut-1-ene-1,2,4-tricarboxylate; 4-Oxalomesaconate; 4-Oxalmesaconic acid
C04480	ko00362	Benzoate degradation	3-Carboxy-2-hydroxymuconate semialdehyde
C04484	ko00362	Benzoate degradation	4-Carboxy-2-hydroxymuconate semialdehyde; 4-Carboxy-2-hydroxy-cis,cis-muconate 6-semialdehyde
C04553	ko00362	Benzoate degradation	3-Carboxy-2,5-dihydro-5-oxofuran-2-acetate; 4-Carboxy-2,5-dihydro-2-oxofuran-5-acetate
C05375	ko00362	Benzoate degradation	2-Hydroxy-2-hydropyrone-4,6-dicarboxylate
C06033	ko00362	Benzoate degradation	Parapyruvate; 4-Hydroxy-4-methyl-2-oxoglutarate
C06035	ko00362	Benzoate degradation	4-Methylene-2-oxoglutarate; 2-Methylidene-4-oxopentanedioic acid; 4-Carboxy-2-oxo-4-pentenoate; 4-Me
C06321	ko00362	Benzoate degradation	(1R,6S)-1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate; cis-1,2-Dihydroxycyclohexa-3,5-diene-1-carbo
C06322	ko00362	Benzoate degradation	Cyclohexa-1,5-diene-1-carbonyl-CoA; Cyclohexa-1,5-diene-1-carboxyl-CoA; Cyclohexa-1,5-dienecarbonyl-
C06333	ko00362	Benzoate degradation	2-Aminobenzenesulfonate; 2-Aminobenzenesulfonic acid; o-Aminobenzenesulfonic acid; Orthanilic acid
C06336	ko00362	Benzoate degradation	3-Sulfocatechol; 2,3-Dihydroxybenzenesulfonate
C06714	ko00362	Benzoate degradation	3-Hydroxypimeloyl-CoA; 3-Hydroxypimelyl-CoA
C06715	ko00362	Benzoate degradation	3-Oxopimeloyl-CoA; 3-Ketopimelyl-CoA
C06723	ko00362	Benzoate degradation	6-Carboxyhex-2-enoyl-CoA; 2,3-Didehydro-pimeloyl-CoA
C06749	ko00362	Benzoate degradation	6-Hydroxycyclohex-1-ene-1-carbonyl-CoA; 6-Hydroxycyclohex-1-enecarbonyl-CoA; 6-Hydroxycyclohex-1-ene
C09809	ko00362	Benzoate degradation	Cyclohexa-2,5-diene-1-carbonyl-CoA; Cyclohex-2,5-diene-1-carboxyl-CoA
C09810	ko00362	Benzoate degradation	Cyclohexa-1,4-diene-1-carbonyl-CoA; Cyclohex-1,4-diene-1-carboxyl-CoA
C09811	ko00362	Benzoate degradation	Cyclohex-1-ene-1-carbonyl-CoA; Cyclohex-1-ene-1-carboxyl-CoA
C09812	ko00362	Benzoate degradation	2-Hydroxycyclohexane-1-carbonyl-CoA; 2-Hydroxycyclohexane-1-carboxyl-CoA
C09813	ko00362	Benzoate degradation	2-Oxocyclohexane-1-carbonyl-CoA; 2-Ketocyclohexane-1-carboxyl-CoA
C09821	ko00362	Benzoate degradation	6-Oxocyclohex-1-ene-1-carbonyl-CoA; 6-Ketoxycyclohex-1-ene-1-carboxyl-CoA
C09822	ko00362	Benzoate degradation	Cyclohexane-1-carboxylate; Cyclohexanecarboxylic acid; Hexahydrobenzoic acid
C09823	ko00362	Benzoate degradation	Cyclohexane-1-carbonyl-CoA; Cyclohexane-1-carboxyl-CoA
C14144	ko00362	Benzoate degradation	5-Carboxy-2-pentenoyl-CoA; 2,3-Didehydroadipyl-CoA
C14610	ko00362	Benzoate degradation	(S)-5-Oxo-2,5-dihydrofuran-2-acetate; (+)-Muconolactone
C19682	ko00362	Benzoate degradation	3,4-Didehydroadipyl-CoA; cis-3,4-Dehydroadipyl-CoA
C19683	ko00362	Benzoate degradation	3,4-Didehydroadipyl-CoA semialdehyde; cis-3,4-Dehydroadipyl-CoA semialdehyde; (3Z)-6-Oxohex-3-enoyl-
C19684	ko00362	Benzoate degradation	2,3-Epoxy-2,3-dihydrobenzoyl-CoA
C21298	ko00362	Benzoate degradation	2,6-Dihydroxybenzoate; gamma-Resorcylate
C22885	ko00362	Benzoate degradation	cis-4-Hydroxycyclohexane-1-carboxylate; cis-4-Hydroxycyclohexanecarboxylate
